1	Могу ли я открыть отдельный счет #по 275ФЗ#account_type# и что для этого нужно?		open_account
1	хочу открыть счет для #ип#client_type# у вас в банке что для этого требуется ?		open_account
0	"Скажите, пожалуйста, что нужно сделать, чтобы открыть отдельный #счет для онлайн-платежей#account_type#, чтобы можно было принимать онлайн-платежи от физ лиц через яндекс-деньги, бонусами сбербанка ""спасибо"" и др способами?"		open_account
1	#ИП#client_type# #резидент#resident#. #Удмуртская республика, Малопургинский район#region# ... Хочу открыть #расчетный счет#account_type# в отделении сбербанка		open_account
1	как зарезервировать #счет по гос.контракту#account_type#		open_account
1	подскажите где я могу найти информацию об открытии #валютного счета#currency#, стоимость обслуживания и можно ли это сделать из Бизнес онлайн. Спасибо.	cost_of_service	open_account
1	я недавно открыл #ИП#client_type#. хотелось бы открыть счет в вашем банке, для безналичного перевода. какие продукты Вы можете предложить?	cost_of_service	open_account
1	вопрос по документам при открытии счета: выписка егрюл и лист записи в каком  виде?  С сайта фнс устроит?	show_docs	open_account
1	Какие документы необходимы для открытия #расчетного счета#account_type#.  Нужна ли выписка из ЕГРЮЛ ?	show_docs	open_account
1	какие документы нужны для открытия счета для #ип#client_type#	show_docs	open_account
1	мне необходимо открыть #расчетный счет#account_type# на #ООО#client_type#. Какие необходимы документы?	show_docs	open_account
1	какие документы для открытия #валютного счета#currency# нужно предоставить в банк?	show_docs	open_account
0	"Наша организация - ТСЖ ""Грюнвальд"". Хотим открыть счета для зачисления на них денежных средств на #капитальный ремонт#account_type# от наших собственников помещений. Вопрос: Какие документы необходимы для открытия таких #расчетных счетов#account_type#?"	show_docs	open_account
0	Скажите, пожалуйста, какие документы нужны для открытия #счета для Товарищества собственников жилья#account_type#. #Спецсчет по капитальному ремонту#account_type# открыт у вас в банке	show_docs	open_account
1	При открытии счета выписку из ЕГРИП можно распечатать и предоставить с сайта ИФНС? или нужен оригинал?	show_docs	open_account
1	какие действия и документы необходимы для открытия #валютного счета#account_type#  (#доллары США#currency#)? возможно ли открытие такого счета дистанционно, без посещения банка?	show_docs, online_reserving	open_account
1	подскажите, как нам можно открыть #валютные счета#currency#		open_account
1	Я хотела бы открыть #валютный счет#currency# #ИП#client_type#. Какие документы мне необходимо для этого иметь?	show_docs	open_account
1	Я хотел бы открыть #валютный#currency# #расчетный счет#account_type# в #евро#currency# онлайн.Это возможно?	online_reserving	open_account
1	Да, есть еще вопрос об открытии отдельного счета по #гособоронзаказу#account_type#. Условия, стоимость открытия и обслуживания такого счета	cost_of_service	open_account
1	сориентируете по стоимости ведения #счета#account_type# #ООО#client_type#?	cost_of_service	open_account
1	какую сумму взимает сбер за ведение счета по #счёту для ТСЖ#account_type# в #Башкортостане#region#?	cost_of_service	open_account
1	покажите, пожалуйста, расценки и тарифы за счет	cost_of_service	open_account
1	какие у вас тарифы?	cost_of_service	open_account
1	какие у вас есть доступные опции по счетам для #275ФЗ#account_type#?	cost_of_service	open_account
1	сколько будет стоить завести счет по #гособоронзаказу#account_type#?	cost_of_service	open_account
1	скажите какова стоимость счета и какие документы нужны для его открытия?	cost_of_service, show_docs	open_account
1	Добрый вечер, можно ли открыть счет #в американской валюте#currency# онлайн и какие данные для этого нужны?	online_reserving, show_docs	open_account
1	#ип#client_type# из #Ичкерии#region# меня интересует пакет документов для его открытия , и я пыталась скачать пакет документов который у вас на сайте но вместо текста мне открывается огромное количество не понятных символов	show_docs	open_account
1	сколько стоит открытие и ведение счета в вашем банке для #ип#client_type#	cost_of_service	open_account
1	Есть еще один вопрос. Открытие #валютного счета#currency#. возможно это сделать удаленно через сбербанк бизнес онлайн?		open_account
1	Как в системе Сбербанк Бизнес Онлайн подать заявку на открытие #валютного счета#currency#?		open_account
1	такой вопрос меня интересует. я могу с СБ бизнес онлайн открыть #валютный счет#currency#?		open_account
1	Подскажите до скольки работает отделение рядом с метро #Маяковского#client_metro#	show_schedule,search_vsp	search_bank
1	График работы ближайшего банка ко мне. Я нахожусь по адресу #ул. Первомайская 55#client_address#	show_schedule,search_vsp	search_bank
1	Когда закрывается отделение, работающее с юр лицами на #улице энтузиастов#client_address#?	show_schedule,search_vsp	search_bank
1	До скольки у вас работают отделы по работе с юридическими лицами?	show_schedule,search_vsp	search_bank
1	Режим работы для банка рядом с #Савёловским вокзалом#client_address#	show_schedule,search_vsp	search_bank
1	Когда открывается банк рядом со мной?	show_schedule,search_vsp	search_bank
1	Время закрытия банка на #Добрынинской#client_address#	show_schedule,search_vsp	search_bank
1	подскажите пожалуйста где рядом с метро #Маяковская#client_metro# есть отделения где я могу открыть счёт на #юридическое лицо#client_type#	search_vsp	search_bank
0	как Выбрать отделение ?	search_vsp	search_bank
1	ближайшее отделение	search_vsp	search_bank
1	отделение рядом со мной, работающее с юр лицами	search_vsp	search_bank
1	Найдите мне ближайший банк Сбербанк на #Советской улице#client_address#	search_vsp	search_bank
1	Как открыть #расчетный счет#account_type# в #EUR#currency#?		open_account
1	Куда мне обратиться для открытия #валютного#currency# #рас. счета#account_type#?~Чтобы открыть счет в #валюте#currency#, куда обращаться?		open_account
1	Что мне делать, если расчетный счет у меня есть, а я хочу открыть #валютный#currency#?~Что нужно для второго счета, который в #валюте#currency#?	not_first	open_account
1	Я хочу открыть второй #расчетный счет#account_type#, какие нужны документы помимо заявления?~Хочу открыть еще один #р/с#account_type#, какие документы необходимы заявление уже подготовлено?~Хочу открыть дополнительный #рас. счет#account_type#, где взять документы?~У меня уже есть открытый расчетный счет, для открытия нового требуется собирать комплект документов?~Какой комплект документов необходим для открытия второго счета?~Какой комплект документов необходим для открытия другого счета?~Какой комплект документов необходим для открытия дополнительного счета?~Хочу открыть третий #расчетный счет#account_type#, какие документы необходимы кроме заявления?	not_first,show_docs	open_account
1	Что принести для второго счета #рублевого#currency#?	not_first,show_docs	open_account
1	Как мне открыть еще один #расчетный счет#account_type#?~У меня есть один счет, можно ли открыть второй или я могу иметь только один счет?~Могу я открыть еще один счет?~Могу я открыть еще один #р/с#account_type#?~Могу я открыть еще один #рас счет#account_type#?	not_first	open_account
1	Могу открыть дополнительный #рублевый#currency# #расчетный счет#account_type#?~Могу открыть дополнительный #RUB#currency# #расчетный счет#account_type#?~Могу открыть дополнительный #рублевый#currency# #p/c#account_type#?~Могу открыть дополнительный #RUB#currency# #p/c#account_type#?	not_first	open_account
1	Каким образом я могу открыть второй счет в #рублях#currency#?~Как второй счет в #рублях#currency# открыть?~Как мне открыть дополнительный #рублевый#currency# р/с?~Что необходимо сделать что бы открыть второй счет в валюте #RUB#currency#?~Что необходимо сделать что бы открыть второй #р/с#account_type# в валюте #RUB#currency#?~Хочу открыть еще один #рублевый#currency# #расчетный счет#account_type#, что для этого требуется?	not_first	open_account
1	Что необходимо для открытия третьего #рас. счета#account_type#?Какая процедура открытия #р/с#account_type#?~У меня уже есть открытый #расчетный счет#account_type#, как открыть второй?~У меня уже есть открытый #расчетный счет#account_type#, как открыть третий?	not_first	open_account
1	Что мне делать, если #расчетный счет#account_type# у меня есть, а я хочу открыть два #валютных#account_type#?	not_first	open_account
1	Я бы хотел узнать, как открыть счет и сколько это стоит?	show_docs,cost_of_service	open_account
1	Хочу открыть #расчетный счет#account_type#. Что мне для этого нужно?	show_docs	open_account
1	Хочу открыть счет, какие необходимы документы?	show_docs	open_account
1	Как мне открыть счет вашем банке?		open_account
1	Что нужно чтобы счет у вас открыть и как это происходит?	show_docs	open_account
1	Меня интересует открытие счета, я #ИП#client_type#?		open_account
1	Я тут, у вас на сайте, что сделать, чтобы счет зарезервировать?	online_reserving	open_account
1	Возможно ли открыть счет в #евро#currency# онлайн?	online_reserving	open_account
1	Можно ли зарезервировать у вас счет в #евро#currency# не выходя из дома? Как-нибудь через сайт.	online_reserving	open_account
1	Что нужно для открытия в вашем банке #р/счета#account_type#?		open_account
1	Куда мне обращаться, чтобы счет открыть?		open_account
1	А можно у вас открыть #расчетный счет#account_type#?		open_account
1	Мне нужен счет #капитального ремонта#account_type# – что от меня требуется?		open_account
1	Как мне открыть через СББОЛ #валютный#currency# счет?	online_reserving	open_account
1	Хочу дистанционно открыть счет. Это возможно?	online_reserving	open_account
1	открыть счет онлайн без регистрации и смс	online_reserving	open_account
1	Возможно ли открыть счет онлайн?	online_reserving	open_account
1	Можно через ваш сайт открыть счет?	online_reserving	open_account
1	счет онлайн	online_reserving	open_account
1	открыть дистанционно счет через сайт	online_reserving	open_account
1	Какие условия обслуживания?	cost_of_service	open_account
1	Я могу у Вас в банке открыть #ООО#client_type#		open_account
1	Какие тарифы на открытие счета в вашем банке?~Какие тарифы на открытие счета в Сбербанке~Какие тарифы на открытие счета	cost_of_service	open_account
1	Хочу открыть #ИП#client_type#, скажите тарифы на открытие #рс#account_type# в вашем банке~Хочу открыть #ИП#client_type#, скажите тарифы на открытие #расчетного счета#account_type# в вашем банке?	cost_of_service	open_account
1	Расскажите по тарифам #расчетного счета#account_type#~Расскажите по тарифам #расчетного счета#account_type# в Сбере ?~Расскажите по тарифам #расчетного счета#account_type# в вашем банке ?~Тарифы какие по #расчетному счету#account_type#?~Тарифы какие по #расчетному счету#account_type# в Сбербанке?~Тарифы на открытие #расчетного счета#account_type# в Сбербанке какие?	cost_of_service	open_account
1	Сколько стоит открытие счета для #ИП#client_type# в Сбербанке?~Столько стоит открытие счета для #ИП#client_type#?	cost_of_service	open_account
1	Могли бы рассказать по открытию счета в Сбербанке?	show_docs,cost_of_service	open_account
1	Расскажи по тарифам расчетного счета для #ИП#client_type#	cost_of_service	open_account
1	Планирую открыть #ООО#client_type# какие тарифы в вашем банке?~Планирую открыть #ООО#client_type# какие тарифы?~Хочу открыть #ООО#client_type# какие тарифы	cost_of_service	open_account
1	Хочу узнать тарифы по #расчетному счету#account_type#~Хочу узнать у вас тарифы по #расчетному счету#account_type#~Могли бы вы рассказать тарифы по #расчетному счету#account_type#?	cost_of_service	open_account
1	Могли бы вы рассказать тарифы по #расчетному счету#account_type# для #ИП#client_type#?	cost_of_service	open_account
1	Хочу открыть счет, расскажите по тарифным планам!~Хочу открыть счет, расскажите, какие тарифы?	cost_of_service	open_account
1	Что нужно при себе иметь для открытия счета?~Что нужно для открытия счета?~Какие документы нужны для открытия счета в Сбербанке?~Какие документы нужны для открытия счета?	show_docs	open_account
1	Что нужно при себе иметь для открытия #расчетного счета#account_type#?~Какие документы нужны для открытия #расчетного счета#account_type#	show_docs	open_account
1	Какие документы нужны для открытия счета #адвокату#client_type#?	show_docs	open_account
1	Куда мне обратиться за открытием счета?	search_vsp	search_bank
1	В какой офис мне идти?	search_vsp	search_bank
1	где есть офисы по юр.лицам	search_vsp	search_bank
1	Какой режим работы офиса~до скольки работает офис	show_schedule,search_vsp	search_bank
1	Какие документы для открытия #ИП#client_type#	show_docs	open_account
1	В какой валюте можно открыть счет		open_account
1	В какое отделение в Москве обратиться для открытия р\с?	search_vsp	search_bank
1	хочу счет		open_account
1	Куда пойти, чтобы мне открыли счет?	search_vsp	search_bank
1	открыть счёт хочу, какие документы нужны	show_docs	open_account
1	надо #счет#account_type# открыть~нужен #счет#account_type#~хочу #счет#account_type#~#счет#account_type# нужен~мне нужен #счет#account_type#~хочу #счет#account_type#, что делать?		open_account
1	#счет#account_type# открой		open_account
1	#счет#account_type#		open_account
1	Открыл #ИП#client_type# что дальше нужно		open_account
1	открыл #ип#client_type# какие документы вам нужны	show_docs	open_account
1	в каком банке могу открыть #счет#account_type#~в каком офисе мне откроют #счет#account_type#~в каком офисе мне могут открыть #счет#account_type#	search_vsp	search_bank
1	куда обратиться чтобы открыть #счет#account_type#~куда обратиться чтобы получить #счет#account_type#		open_account
1	открыть счет на сайте~открыть счет не приходя в банк~счет онлайн	online_reserving	open_account
1	сколько стоит счет	cost_of_service	open_account
1	комиссии за счет	cost_of_service	open_account
1	стоимость открытия	cost_of_service	open_account
1	Я хотел бы рассмотреть варианты открытия в Сбербанке #расчетного счета#account_type# как #юридическое лицо#client_type#		open_account
1	Телефон отделения у #метро Южная#client_metro#	show_phone,search_vsp	search_bank
1	Как мне связаться с отделением на #улице Победы#client_address#?	show_phone,search_vsp	search_bank
1	Скажите номера телефонов ближайших ко мне отделений	show_phone,search_vsp	search_bank
1	Дайте информацию по банку на #улице Труда#client_address#	show_phone,show_schedule,search_vsp	search_bank
1	График и телефон банка рядом со мной	show_phone,show_schedule,search_vsp	search_bank
1	Где ближайший банк, работающий с #юридическими лицами#client_type#. График и телефон.	show_phone,show_schedule,search_vsp	search_bank
1	А телефон этого офиса скажете?	show_phone	search_bank
1	Можно номер этого офиса, пожалуйста	show_phone	search_bank
1	Можно номер телефона их	show_phone	search_bank
1	где найти сбероофис	search_vsp	search_bank
1	офис хочу найти	search_vsp	search_bank
1	помогите найти отделение сберовское	search_vsp	search_bank
1	хочу найти офис	search_vsp	search_bank
1	офис найти	search_vsp	search_bank
1	найти отделение	search_vsp	search_bank
1	найдите отделение банка вашего	search_vsp	search_bank
1	найти банк ближайший	search_vsp	search_bank
1	ищу банковский офис ваш	search_vsp	search_bank
1	хочу найти ближайший банк	search_vsp	search_bank
1	покажите адреса ближайших к #м. Савеловская#client_metro# офисов	search_vsp	search_bank
1	хочу найти офис поблизости ко мне	search_vsp	search_bank
1	есть ли поблизости к #улице Труда#client_address# офис сбербанка?	search_vsp	search_bank
1	подскажите номер телефона офиса поблизости ко мне	search_vsp, show_phone	search_bank
1	подскажите до скольки работает это отделение и его номер телефона, пожалуйста	show_phone,show_schedule	search_bank
1	можно телефон офиса, пожалуйста	show_phone	search_bank
1	хочу узнать расписание этих офисов	show_schedule	search_bank
1	где мне найти офис, чтобы открыть там счет в иностранной валюте?	search_vsp	search_bank
1	офис найти поблизости я хочу	search_vsp	search_bank
1	Где Сбербанк?	search_vsp	search_bank
1	Хорошо, тогда подскажите, пожалуйста, ближайшее отделение, которое работает по выходным.	show_schedule,search_vsp	search_bank
1	Спасибо, до свидания	end_talk	no_intent
1	Спасибо	end_talk	no_intent
1	Ничего не нужно больше. До встречи.	end_talk	no_intent
1	До свидания	end_talk	no_intent
1	Спасибо, до встречи	end_talk	no_intent
1	До свидания	end_talk	no_intent
1	Пока, спасибо	end_talk	no_intent
1	Мы закончили. Спасибо.	end_talk	no_intent
1	До встречи. Благодарю.	end_talk	no_intent
1	Это все, прощайте.	end_talk	no_intent
1	Еще обращусь к вам. Благодарю.	end_talk	no_intent
1	Хотелось бы ещё телефон узнать и время работы	show_phone,show_schedule	search_bank
